CAR_NAME,BRAND,SUB_BRAND,MODAL_YEAR,AMOUNT,FUEL_TYPE,DIS_COVERED,EMI_AMOUNT,Operate
Hyundai i20,Hyundai,i20,2011,323000,PETROL,52325,"15,205",MANUAL
Maruti IGNIS,Maruti,IGNIS,2017,465000,PETROL,95525,"9,091",AUTOMATIC
Skoda KUSHAQ,Skoda,KUSHAQ,2021,1304000,PETROL,17310,"24,811",AUTOMATIC
Hyundai Elite,Hyundai,Elite,2019,669000,PETROL,51792,"13,079",MANUAL
Honda City,Honda,City,2019,919000,PETROL,55227,"17,492",MANUAL
Honda Amaze,Honda,Amaze,2016,509000,PETROL,43434,"9,954",MANUAL
Honda Amaze,Honda,Amaze,2014,385000,PETROL,109589,"8,564",MANUAL
Maruti Swift,Maruti,Swift,2011,355000,PETROL,61266,"16,711",MANUAL
Maruti Baleno,Maruti,Baleno,2022,772000,PETROL,34474,"15,093",MANUAL
Datsun Redi,Datsun,Redi,2019,265000,PETROL,66264,"5,181",MANUAL
MG HECTOR,MG,HECTOR,2021,1507000,DIESEL,127904,"32,766",MANUAL
Honda City,Honda,City,2012,386000,PETROL,110307,"12,821",AUTOMATIC
Honda City,Honda,City,2022,1452000,PETROL,9928,"27,637",AUTOMATIC
Hyundai ALCAZAR,Hyundai,ALCAZAR,2022,1889000,PETROL,11009,"35,955",AUTOMATIC
Ford FREESTYLE,Ford,FREESTYLE,2018,576000,PETROL,50067,"11,261",MANUAL
Maruti Swift,Maruti,Swift,2020,740000,PETROL,38807,"14,467",AUTOMATIC
Hyundai Creta,Hyundai,Creta,2016,826000,PETROL,69273,"15,722",MANUAL
Honda WR-V,Honda,WR-V,2018,704000,PETROL,22231,"13,756",MANUAL
Renault Kwid,Renault,Kwid,2019,355000,PETROL,64671,"6,940",MANUAL
Hyundai i10,Hyundai,i10,2013,311000,PETROL,34376,"8,190",MANUAL
Honda Civic,Honda,Civic,2019,1796000,PETROL,32601,"34,185",AUTOMATIC
Hyundai VENUE,Hyundai,VENUE,2019,817000,PETROL,52244,"15,551",AUTOMATIC
Renault Duster,Renault,Duster,2018,717000,PETROL,31875,"14,017",AUTOMATIC
Maruti Wagon,Maruti,Wagon,2011,245000,PETROL,53178,"11,533",MANUAL
Maruti Alto,Maruti,Alto,2023,515000,PETROL,8882,"10,068",MANUAL
KIA SONET,KIA,SONET,2022,951000,PETROL,14811,"18,105",MANUAL
Honda WR-V,Honda,WR-V,2017,647000,PETROL,46215,"12,642",MANUAL
Volkswagen Polo,Volkswagen,Polo,2016,713000,PETROL,67884,"13,939",AUTOMATIC
Hyundai VENUE,Hyundai,VENUE,2022,864000,PETROL,18184,"16,445",MANUAL
Maruti Ertiga,Maruti,Ertiga,2022,1254000,PETROL,29126,"23,869",AUTOMATIC
Honda Amaze,Honda,Amaze,2023,898000,PETROL,10391,"17,093",AUTOMATIC
Mahindra XUV300,Mahindra,XUV300,2019,1024000,DIESEL,64772,"19,491",MANUAL
Hyundai Grand,Hyundai,Grand,2014,408000,PETROL,44032,"9,076",AUTOMATIC
Maruti XL6,Maruti,XL6,2021,1101000,PETROL,38819,"20,957",AUTOMATIC
Renault Duster,Renault,Duster,2020,800000,PETROL,26233,"15,227",MANUAL
Honda City,Honda,City,2014,566000,PETROL,73554,"12,590",MANUAL
Hyundai Grand,Hyundai,Grand,2018,505000,PETROL,92759,"9,873",MANUAL
Maruti Ertiga,Maruti,Ertiga,2023,1179000,PETROL,7989,"22,441",MANUAL
Hyundai Verna,Hyundai,Verna,2015,633000,PETROL,32301,"12,383",AUTOMATIC
MG HECTOR,MG,HECTOR,2021,1698000,PETROL,31138,"32,320",AUTOMATIC
Tata TIGOR,Tata,TIGOR,2020,656000,PETROL,27603,"12,820",MANUAL
Tata Tiago,Tata,Tiago,2017,450000,PETROL,45575,"8,798",MANUAL
Mahindra XUV500,Mahindra,XUV500,2021,1796000,DIESEL,28305,"34,185",MANUAL
Tata NEXON,Tata,NEXON,2020,994999,PETROL,59046,"18,939",AUTOMATIC
Maruti Swift,Maruti,Swift,2018,609000,PETROL,26638,"11,906",MANUAL
Maruti New,Maruti,New,2021,501000,PETROL,42481,"9,795",MANUAL
Volkswagen Vento,Volkswagen,Vento,2014,530000,PETROL,85997,"11,790",MANUAL
Honda Brio,Honda,Brio,2016,386000,PETROL,53924,"7,546",MANUAL
Ford Ecosport,Ford,Ecosport,2019,786000,PETROL,47130,"15,366",AUTOMATIC
Hyundai Creta,Hyundai,Creta,2018,1217000,DIESEL,40746,"23,164",MANUAL
Maruti New,Maruti,New,2023,646000,PETROL,2896,"12,623",MANUAL
Skoda Rapid,Skoda,Rapid,2021,1131000,PETROL,41125,"21,528",AUTOMATIC
Hyundai i10,Hyundai,i10,2016,416000,PETROL,16798,"8,133",MANUAL
Maruti Swift,Maruti,Swift,2013,411000,PETROL,59700,"10,833",MANUAL
Renault Kwid,Renault,Kwid,2019,449000,PETROL,11581,"8,768",AUTOMATIC
Hyundai Creta,Hyundai,Creta,2016,873000,PETROL,97183,"16,617",AUTOMATIC
Jeep Compass,Jeep,Compass,2018,1426000,DIESEL,80713,"27,143",MANUAL
Renault Kwid,Renault,Kwid,2019,425000,PETROL,20725,"8,312",MANUAL
Maruti Ciaz,Maruti,Ciaz,2020,770000,PETROL,52878,"15,050",MANUAL
Hyundai NEW,Hyundai,NEW,2019,466000,PETROL,55677,"9,110",MANUAL
Maruti Swift,Maruti,Swift,2018,620000,PETROL,57341,"12,121",AUTOMATIC
Volkswagen TAIGUN,Volkswagen,TAIGUN,2022,1443000,PETROL,15979,"27,472",MANUAL
Tata PUNCH,Tata,PUNCH,2022,856000,PETROL,26123,"16,293",AUTOMATIC
Renault TRIBER,Renault,TRIBER,2019,610000,PETROL,57625,"11,926",MANUAL
Hyundai GRAND,Hyundai,GRAND,2020,673000,DIESEL,39250,"13,157",MANUAL
Ford Ecosport,Ford,Ecosport,2016,639000,DIESEL,52176,"12,493",MANUAL
Maruti New,Maruti,New,2019,523000,PETROL,67526,"10,225",AUTOMATIC
Maruti Celerio,Maruti,Celerio,2017,466000,PETROL,35997,"9,110",AUTOMATIC
Hyundai GRAND,Hyundai,GRAND,2019,659000,PETROL,18462,"12,875",AUTOMATIC
Hyundai AURA,Hyundai,AURA,2022,794000,PETROL,9393,"15,523",AUTOMATIC
Hyundai i10,Hyundai,i10,2012,296000,PETROL,75384,"9,843",MANUAL
Renault Duster,Renault,Duster,2020,1082000,PETROL,46385,"20,601",AUTOMATIC
Tata NEXON,Tata,NEXON,2020,883000,PETROL,54623,"16,807",MANUAL
Renault Kwid,Renault,Kwid,2022,544000,PETROL,19430,"10,641",AUTOMATIC
Hyundai GRAND,Hyundai,GRAND,2020,623000,PETROL,9281,"12,180",MANUAL
Renault Kwid,Renault,Kwid,2022,554000,PETROL,16120,"10,831",MANUAL
MG HECTOR,MG,HECTOR,2020,1532000,DIESEL,63301,"29,160",MANUAL
Toyota Etios,Toyota,Etios,2012,362000,DIESEL,123224,"17,041",MANUAL
Volkswagen Vento,Volkswagen,Vento,2016,666000,PETROL,72451,"13,027",AUTOMATIC
Renault Kwid,Renault,Kwid,2020,474000,PETROL,19574,"9,260",MANUAL
Mahindra XUV300,Mahindra,XUV300,2019,1063000,DIESEL,18346,"20,229",MANUAL
Honda City,Honda,City,2020,1214000,PETROL,36093,"23,107",AUTOMATIC
Mahindra XUV300,Mahindra,XUV300,2020,725000,PETROL,19881,"14,174",MANUAL
Mahindra XUV300,Mahindra,XUV300,2021,966000,DIESEL,29924,"18,387",MANUAL
Hyundai Santro,Hyundai,Santro,2011,245000,PETROL,55224,"11,533",MANUAL
Tata NEXON,Tata,NEXON,2019,861999,DIESEL,60079,"16,407",AUTOMATIC
Datsun Redi,Datsun,Redi,2021,397000,PETROL,15513,"7,761",MANUAL
Renault Duster,Renault,Duster,2017,645000,PETROL,61457,"12,618",AUTOMATIC
Hyundai Grand,Hyundai,Grand,2014,429000,PETROL,61541,"9,543",AUTOMATIC
Hyundai Creta,Hyundai,Creta,2017,801000,PETROL,55852,"15,246",MANUAL
Maruti Baleno,Maruti,Baleno,2021,667000,PETROL,32596,"13,040",AUTOMATIC
Maruti Swift,Maruti,Swift,2012,380000,PETROL,104807,"12,621",MANUAL
Hyundai i20,Hyundai,i20,2011,306000,PETROL,65841,"14,404",MANUAL
Hyundai Creta,Hyundai,Creta,2015,835000,DIESEL,106215,"18,155",AUTOMATIC
Honda Jazz,Honda,Jazz,2019,625000,PETROL,45905,"12,219",MANUAL
Renault Kwid,Renault,Kwid,2021,472000,PETROL,41705,"9,228",MANUAL
Hyundai i10,Hyundai,i10,2011,269000,PETROL,43583,"12,663",MANUAL
Hyundai Grand,Hyundai,Grand,2017,542000,PETROL,21223,"10,589",MANUAL
Hyundai Elite,Hyundai,Elite,2017,613000,PETROL,82689,"11,976",MANUAL
Renault Kwid,Renault,Kwid,2022,421000,PETROL,36615,"8,231",AUTOMATIC
Maruti Swift,Maruti,Swift,2021,693000,PETROL,10637,"13,548",MANUAL
Mahindra XUV300,Mahindra,XUV300,2022,998000,PETROL,14205,"18,996",AUTOMATIC
Renault TRIBER,Renault,TRIBER,2022,686000,PETROL,35860,"13,411",AUTOMATIC
Hyundai Verna,Hyundai,Verna,2017,760000,PETROL,58359,"14,866",AUTOMATIC
Hyundai Grand,Hyundai,Grand,2019,553000,PETROL,51615,"10,803",MANUAL
Hyundai Tucson,Hyundai,Tucson,2019,1241000,PETROL,31249,"23,614",MANUAL
Renault Kwid,Renault,Kwid,2017,350000,PETROL,45079,"6,841",MANUAL
Maruti Baleno,Maruti,Baleno,2019,775000,PETROL,34783,"15,159",AUTOMATIC
Hyundai Creta,Hyundai,Creta,2016,840000,PETROL,92043,"15,989",MANUAL
Datsun Redi,Datsun,Redi,2018,315000,PETROL,42955,"6,158",MANUAL
Hyundai GRAND,Hyundai,GRAND,2020,599000,PETROL,21438,"11,711",MANUAL
Renault Kwid,Renault,Kwid,2017,329000,PETROL,89552,"6,432",AUTOMATIC
Hyundai Creta,Hyundai,Creta,2017,950000,PETROL,18538,"18,082",MANUAL
Renault Kwid,Renault,Kwid,2022,466000,PETROL,31621,"9,110",MANUAL
KIA CARENS,KIA,CARENS,2023,1655999,PETROL,5126,"31,520",MANUAL
Maruti Swift,Maruti,Swift,2013,411000,PETROL,106215,"10,823",MANUAL
Tata NEXON,Tata,NEXON,2022,1152000,DIESEL,31035,"21,927",MANUAL
Honda Jazz,Honda,Jazz,2017,529000,PETROL,68331,"10,342",AUTOMATIC
Renault Kwid,Renault,Kwid,2018,361000,PETROL,52734,"7,058",AUTOMATIC
Hyundai i10,Hyundai,i10,2014,294000,PETROL,82502,"6,551",MANUAL
Maruti Swift,Maruti,Swift,2014,572000,DIESEL,89284,"15,063",MANUAL
Hyundai Verna,Hyundai,Verna,2018,913000,PETROL,15912,"17,378",MANUAL
Renault Kwid,Renault,Kwid,2019,409999,PETROL,24330,"8,010",MANUAL
Hyundai Verna,Hyundai,Verna,2021,1332000,PETROL,26940,"25,353",AUTOMATIC
Renault Kwid,Renault,Kwid,2018,357000,PETROL,47928,"6,989",MANUAL
Maruti S,Maruti,S,2019,404000,PETROL,35153,"7,892",MANUAL
Renault Duster,Renault,Duster,2014,596000,DIESEL,105355,"15,695",MANUAL
Mahindra XUV500,Mahindra,XUV500,2018,1051000,DIESEL,80292,"19,999",MANUAL
Hyundai Grand,Hyundai,Grand,2018,518000,PETROL,13259,"10,133",MANUAL
Renault Kwid,Renault,Kwid,2019,409999,PETROL,11341,"8,016",MANUAL
Hyundai Verna,Hyundai,Verna,2016,768000,DIESEL,65029,"15,015",MANUAL
Tata Tiago,Tata,Tiago,2023,773000,PETROL,2280,"15,112",AUTOMATIC
Honda Brio,Honda,Brio,2014,363000,PETROL,87590,"8,075",MANUAL
Hyundai Elite,Hyundai,Elite,2017,643000,PETROL,23793,"12,564",MANUAL
Renault Duster,Renault,Duster,2019,821000,DIESEL,80160,"15,627",MANUAL
Renault Kwid,Renault,Kwid,2021,462000,PETROL,10015,"9,032",AUTOMATIC
Maruti Swift,Maruti,Swift,2011,367000,PETROL,64003,"17,287",MANUAL
Maruti Alto,Maruti,Alto,2014,252999,PETROL,99832,"5,628",MANUAL
Maruti Ciaz,Maruti,Ciaz,2020,980000,PETROL,12867,"18,648",AUTOMATIC
Hyundai GRAND,Hyundai,GRAND,2021,752000,PETROL,30588,"14,702",AUTOMATIC
Maruti Swift,Maruti,Swift,2012,413000,DIESEL,110904,"19,441",MANUAL
Honda Brio,Honda,Brio,2014,383000,PETROL,93107,"8,520",AUTOMATIC
Renault Kwid,Renault,Kwid,2020,473000,PETROL,17546,"9,252",AUTOMATIC
Hyundai Creta,Hyundai,Creta,2019,1124000,PETROL,44370,"21,401",AUTOMATIC
Renault Kwid,Renault,Kwid,2020,523000,PETROL,38494,"10,225",AUTOMATIC
Maruti Wagon,Maruti,Wagon,2013,295000,PETROL,97830,"7,768",MANUAL
Hyundai i20,Hyundai,i20,2014,478000,PETROL,57769,"10,633",MANUAL
Honda Amaze,Honda,Amaze,2016,421000,PETROL,51836,"8,231",MANUAL
Hyundai Verna,Hyundai,Verna,2012,436000,PETROL,88309,"14,481",MANUAL
KIA SONET,KIA,SONET,2022,1106000,DIESEL,22691,"21,047",MANUAL
Mahindra XUV500,Mahindra,XUV500,2016,1043000,DIESEL,56575,"19,861",MANUAL
Renault Duster,Renault,Duster,2017,691000,PETROL,67614,"13,512",MANUAL
Maruti Wagon,Maruti,Wagon,2011,267000,PETROL,79484,"12,587",MANUAL
Hyundai i20,Hyundai,i20,2019,711000,PETROL,73607,"13,900",MANUAL
KIA CARENS,KIA,CARENS,2022,1644000,PETROL,15145,"31,292",MANUAL
Maruti Wagon,Maruti,Wagon,2016,398000,PETROL,44237,"7,781",AUTOMATIC
Hyundai GRAND,Hyundai,GRAND,2022,698000,PETROL,17693,"13,646",MANUAL
Honda City,Honda,City,2017,758000,PETROL,124446,"16,861",AUTOMATIC
Tata NEXON,Tata,NEXON,2019,799000,PETROL,59737,"15,621",AUTOMATIC
Renault Kwid,Renault,Kwid,2021,462000,PETROL,41535,"9,032",MANUAL
Renault Kwid,Renault,Kwid,2020,451000,PETROL,18244,"8,810",MANUAL
Hyundai VENUE,Hyundai,VENUE,2022,905000,PETROL,9802,"17,226",MANUAL
Renault Kwid,Renault,Kwid,2021,472000,PETROL,24474,"9,228",AUTOMATIC
Hyundai i20,Hyundai,i20,2012,369000,DIESEL,83337,"17,370",MANUAL
Mahindra XUV300,Mahindra,XUV300,2022,1126000,PETROL,11682,"21,424",AUTOMATIC
Hyundai Creta,Hyundai,Creta,2016,841000,PETROL,89371,"16,008",MANUAL
Maruti Celerio,Maruti,Celerio,2019,501999,PETROL,27215,"9,810",AUTOMATIC
Maruti Ciaz,Maruti,Ciaz,2018,765000,PETROL,50334,"14,956",AUTOMATIC
Maruti IGNIS,Maruti,IGNIS,2017,473000,PETROL,47285,"9,247",MANUAL
Hyundai i10,Hyundai,i10,2012,273000,PETROL,56699,"9,068",MANUAL
Maruti Dzire,Maruti,Dzire,2017,593000,PETROL,105779,"13,191",AUTOMATIC
Maruti New,Maruti,New,2020,525000,PETROL,66530,"10,267",MANUAL
Hyundai VENUE,Hyundai,VENUE,2019,886000,PETROL,43922,"16,865",AUTOMATIC
Hyundai Creta,Hyundai,Creta,2016,924000,DIESEL,93290,"17,587",AUTOMATIC
Honda City,Honda,City,2016,525000,PETROL,111638,"11,678",MANUAL
Hyundai i10,Hyundai,i10,2013,349000,PETROL,55303,"9,191",MANUAL
KIA CARENS,KIA,CARENS,2022,1635000,PETROL,10776,"31,115",MANUAL
Hyundai Santro,Hyundai,Santro,2011,248000,PETROL,78152,"11,674",MANUAL
Hyundai Creta,Hyundai,Creta,2016,844000,DIESEL,58014,"16,065",MANUAL
Honda Jazz,Honda,Jazz,2015,547000,PETROL,48627,"10,694",AUTOMATIC
Hyundai i10,Hyundai,i10,2011,258000,PETROL,91035,"12,145",MANUAL
KIA CARENS,KIA,CARENS,2022,1585000,PETROL,20460,"30,169",MANUAL
Hyundai Grand,Hyundai,Grand,2017,476999,PETROL,40581,"9,325",MANUAL
Mahindra XUV500,Mahindra,XUV500,2020,1584000,DIESEL,59594,"30,150",AUTOMATIC
Hyundai Creta,Hyundai,Creta,2019,1128000,PETROL,43448,"21,470",AUTOMATIC
Maruti Swift,Maruti,Swift,2021,719000,PETROL,13228,"14,057",MANUAL
Hyundai Creta,Hyundai,Creta,2016,852999,PETROL,48665,"16,236",MANUAL
Renault Kwid,Renault,Kwid,2018,397000,PETROL,37091,"7,771",AUTOMATIC
Hyundai NEW,Hyundai,NEW,2019,509999,PETROL,52278,"9,971",AUTOMATIC
Maruti Celerio,Maruti,Celerio,2018,437000,PETROL,69515,"8,543",MANUAL
Renault Kwid,Renault,Kwid,2021,556000,PETROL,29584,"10,870",AUTOMATIC
Tata NEXON,Tata,NEXON,2022,1150000,DIESEL,14434,"21,883",MANUAL
Hyundai Creta,Hyundai,Creta,2016,802999,PETROL,105587,"17,459",MANUAL
Renault Kwid,Renault,Kwid,2021,529000,PETROL,14078,"10,342",AUTOMATIC
Volkswagen Vento,Volkswagen,Vento,2016,705000,PETROL,57895,"13,791",AUTOMATIC
Honda City,Honda,City,2017,893000,PETROL,42019,"16,995",AUTOMATIC
Renault Kwid,Renault,Kwid,2017,312000,PETROL,48581,"6,100",MANUAL
Maruti Swift,Maruti,Swift,2012,459999,PETROL,23960,"15,279",MANUAL
Tata NEXON,Tata,NEXON,2018,806000,DIESEL,90759,"15,341",AUTOMATIC
Renault Kwid,Renault,Kwid,2019,387000,PETROL,23550,"7,572",MANUAL
Renault Kwid,Renault,Kwid,2023,640000,PETROL,6308,"12,512",AUTOMATIC
Maruti Alto,Maruti,Alto,2015,345000,PETROL,32214,"6,745",AUTOMATIC
Renault Duster,Renault,Duster,2016,767000,DIESEL,51829,"14,990",MANUAL
KIA SONET,KIA,SONET,2020,1170000,DIESEL,52562,"22,277",AUTOMATIC
Maruti S,Maruti,S,2020,433000,PETROL,36650,"8,465",MANUAL
Hyundai Elite,Hyundai,Elite,2016,544000,PETROL,65656,"10,643",MANUAL
Maruti IGNIS,Maruti,IGNIS,2017,466000,PETROL,56427,"9,101",MANUAL
Mahindra XUV300,Mahindra,XUV300,2021,1043000,PETROL,7931,"19,853",AUTOMATIC
Honda Amaze,Honda,Amaze,2019,761000,DIESEL,49663,"14,878",AUTOMATIC
Datsun Redi,Datsun,Redi,2020,412000,PETROL,16537,"8,063",AUTOMATIC
Volkswagen TIGUAN,Volkswagen,TIGUAN,2017,1798999,DIESEL,88461,"34,237",AUTOMATIC
Mahindra XUV500,Mahindra,XUV500,2018,1206000,DIESEL,85256,"22,963",MANUAL
Maruti Swift,Maruti,Swift,2018,697000,PETROL,64747,"13,626",MANUAL
Hyundai VENUE,Hyundai,VENUE,2022,1081000,PETROL,21422,"20,576",MANUAL
Renault Kwid,Renault,Kwid,2017,329000,PETROL,35566,"6,432",AUTOMATIC
Maruti Swift,Maruti,Swift,2015,538000,PETROL,66341,"10,518",MANUAL
Hyundai Grand,Hyundai,Grand,2016,505999,PETROL,65458,"9,892",MANUAL
Maruti Ciaz,Maruti,Ciaz,2019,740000,PETROL,12567,"14,467",MANUAL
Hyundai Grand,Hyundai,Grand,2014,440000,PETROL,83346,"9,788",AUTOMATIC
KIA SELTOS,KIA,SELTOS,2022,1209000,PETROL,9536,"23,012",MANUAL
Tata NEXON,Tata,NEXON,2022,1263000,PETROL,13619,"24,040",AUTOMATIC
Renault Duster,Renault,Duster,2019,687000,PETROL,40229,"13,431",MANUAL
Hyundai Eon,Hyundai,Eon,2015,302000,PETROL,22557,"5,904",MANUAL
Renault TRIBER,Renault,TRIBER,2023,767000,PETROL,20080,"14,990",MANUAL
Maruti Wagon,Maruti,Wagon,2015,346000,PETROL,49078,"6,768",MANUAL
Hyundai VENUE,Hyundai,VENUE,2022,1170000,DIESEL,14280,"22,270",MANUAL
Hyundai Creta,Hyundai,Creta,2019,1140000,PETROL,28264,"21,699",AUTOMATIC
Maruti Baleno,Maruti,Baleno,2017,646000,PETROL,48247,"12,639",MANUAL
Hyundai Santro,Hyundai,Santro,2011,296000,PETROL,49805,"13,934",MANUAL
Maruti Alto,Maruti,Alto,2017,392000,PETROL,13628,"7,664",MANUAL
Maruti Swift,Maruti,Swift,2018,647000,PETROL,44996,"12,659",AUTOMATIC
Maruti Alto,Maruti,Alto,2016,369000,PETROL,30851,"7,214",AUTOMATIC
Renault TRIBER,Renault,TRIBER,2019,616000,PETROL,70228,"12,050",MANUAL
Maruti Alto,Maruti,Alto,2023,543000,PETROL,5654,"10,613",MANUAL
Tata TIGOR,Tata,TIGOR,2021,654000,PETROL,53454,"12,791",MANUAL
Mahindra XUV300,Mahindra,XUV300,2021,1059000,PETROL,6528,"20,158",MANUAL
Mahindra XUV300,Mahindra,XUV300,2023,938000,PETROL,6978,"17,854",MANUAL
Renault Kwid,Renault,Kwid,2021,436000,PETROL,26104,"8,524",MANUAL
Maruti Dzire,Maruti,Dzire,2018,666000,PETROL,38445,"13,020",MANUAL
Tata NEXON,Tata,NEXON,2022,1151000,PETROL,30058,"21,911",MANUAL
Hyundai NEW,Hyundai,NEW,2021,540000,PETROL,23972,"10,557",MANUAL
Renault Kwid,Renault,Kwid,2019,425000,PETROL,45725,"8,309",MANUAL
Renault Kwid,Renault,Kwid,2022,530000,PETROL,13364,"10,370",MANUAL
Honda City,Honda,City,2012,413999,PETROL,87836,"13,752",MANUAL
Tata NEXON,Tata,NEXON,2020,1018000,PETROL,38575,"19,377",AUTOMATIC
Hyundai Grand,Hyundai,Grand,2014,420000,DIESEL,54106,"11,048",MANUAL
Hyundai Xcent,Hyundai,Xcent,2015,411000,PETROL,69271,"8,035",MANUAL
Honda Brio,Honda,Brio,2012,285000,PETROL,143991,"9,466",MANUAL
Maruti Ciaz,Maruti,Ciaz,2014,560000,DIESEL,86623,"14,747",MANUAL
Maruti Alto,Maruti,Alto,2011,216000,PETROL,109991,"10,152",MANUAL
Nissan Micra,Nissan,Micra,2017,526000,PETROL,35474,"10,283",AUTOMATIC
Hyundai Elite,Hyundai,Elite,2016,664000,PETROL,55254,"12,972",MANUAL
Hyundai NEW,Hyundai,NEW,2022,1031000,PETROL,12885,"19,624",AUTOMATIC
Tata NEXON,Tata,NEXON,2022,1219000,PETROL,28971,"23,203",AUTOMATIC
Hyundai Creta,Hyundai,Creta,2017,981000,PETROL,42546,"18,672",AUTOMATIC
Maruti New,Maruti,New,2019,561000,PETROL,16796,"10,968",AUTOMATIC
Maruti S,Maruti,S,2021,482000,PETROL,31209,"9,415",MANUAL
Ford Ecosport,Ford,Ecosport,2018,787000,PETROL,36331,"15,386",MANUAL
Honda Jazz,Honda,Jazz,2017,594000,PETROL,34743,"11,605",MANUAL
Hyundai ALCAZAR,Hyundai,ALCAZAR,2021,1676000,PETROL,12485,"31,901",AUTOMATIC
MG HECTOR,MG,HECTOR,2021,1619000,PETROL,13989,"30,816",MANUAL
Hyundai Eon,Hyundai,Eon,2016,303000,PETROL,44873,"5,924",MANUAL
Renault Duster,Renault,Duster,2014,598000,DIESEL,73314,"15,748",MANUAL
Ford Ecosport,Ford,Ecosport,2013,516000,DIESEL,74790,"17,139",MANUAL
Renault Kwid,Renault,Kwid,2017,339000,PETROL,70817,"6,628",MANUAL
Tata PUNCH,Tata,PUNCH,2023,944000,PETROL,7511,"17,974",AUTOMATIC
Hyundai Eon,Hyundai,Eon,2017,322000,PETROL,36950,"6,295",MANUAL
Volkswagen Polo,Volkswagen,Polo,2016,698000,PETROL,87457,"13,646",AUTOMATIC
Renault Kwid,Renault,Kwid,2018,407000,PETROL,19178,"7,957",AUTOMATIC
Tata Zest,Tata,Zest,2016,440000,PETROL,80078,"8,602",MANUAL
Maruti New,Maruti,New,2019,591000,PETROL,13515,"11,554",AUTOMATIC
Honda Amaze,Honda,Amaze,2018,676000,DIESEL,79803,"13,216",AUTOMATIC
Hyundai GRAND,Hyundai,GRAND,2021,734000,PETROL,10826,"14,353",AUTOMATIC
Skoda Rapid,Skoda,Rapid,2013,468000,PETROL,67426,"12,324",MANUAL
Honda City,Honda,City,2015,651000,PETROL,83630,"12,727",AUTOMATIC
Maruti Swift,Maruti,Swift,2016,545000,PETROL,65555,"10,660",MANUAL
Jeep Compass,Jeep,Compass,2018,1424000,PETROL,42770,"27,105",AUTOMATIC
Tata NEXON,Tata,NEXON,2020,877000,PETROL,45321,"16,693",MANUAL
Hyundai i20,Hyundai,i20,2013,366000,PETROL,96431,"9,646",MANUAL
Toyota Etios,Toyota,Etios,2011,315000,PETROL,100303,"14,828",MANUAL
Maruti IGNIS,Maruti,IGNIS,2017,546000,PETROL,68890,"10,674",AUTOMATIC
Hyundai Grand,Hyundai,Grand,2018,465000,PETROL,103142,"10,344",MANUAL
Maruti Celerio,Maruti,Celerio,2023,650000,PETROL,17052,"12,708",AUTOMATIC
Maruti Celerio,Maruti,Celerio,2018,479000,PETROL,43407,"9,365",AUTOMATIC
Renault Kwid,Renault,Kwid,2021,459999,PETROL,32862,"9,002",MANUAL
Honda City,Honda,City,2018,971000,PETROL,29977,"18,482",AUTOMATIC
Skoda Rapid,Skoda,Rapid,2017,902000,DIESEL,95524,"17,167",AUTOMATIC
Maruti Ciaz,Maruti,Ciaz,2022,1044999,PETROL,14772,"19,891",MANUAL
Maruti Baleno,Maruti,Baleno,2016,559000,PETROL,47679,"10,926",MANUAL
Renault Kwid,Renault,Kwid,2019,455000,PETROL,35567,"8,895",AUTOMATIC
Honda Amaze,Honda,Amaze,2018,621000,PETROL,86555,"12,141",MANUAL
Hyundai Creta,Hyundai,Creta,2016,877999,PETROL,60817,"16,712",MANUAL
Ford Ecosport,Ford,Ecosport,2016,664000,PETROL,50785,"12,983",AUTOMATIC
Maruti Baleno,Maruti,Baleno,2017,699000,PETROL,23573,"13,659",MANUAL
Hyundai GRAND,Hyundai,GRAND,2020,643000,PETROL,49849,"12,571",MANUAL
Hyundai Grand,Hyundai,Grand,2014,405999,PETROL,40479,"9,027",MANUAL
Hyundai Grand,Hyundai,Grand,2018,559000,PETROL,44868,"10,925",AUTOMATIC
Renault Kwid,Renault,Kwid,2021,459999,PETROL,3748,"9,002",MANUAL
Maruti Baleno,Maruti,Baleno,2022,739000,PETROL,43431,"14,448",AUTOMATIC
Mahindra XUV300,Mahindra,XUV300,2019,984000,DIESEL,41999,"18,722",AUTOMATIC
Maruti Swift,Maruti,Swift,2012,512000,PETROL,36201,"17,006",MANUAL
Maruti Dzire,Maruti,Dzire,2017,665000,PETROL,67275,"13,001",AUTOMATIC
Hyundai Grand,Hyundai,Grand,2016,434999,PETROL,70403,"8,504",MANUAL
Hyundai NEW,Hyundai,NEW,2019,534000,PETROL,21868,"10,436",MANUAL
Volkswagen Vento,Volkswagen,Vento,2016,648000,PETROL,88166,"12,669",AUTOMATIC
Hyundai AURA,Hyundai,AURA,2020,691000,PETROL,41269,"13,509",MANUAL
Maruti Celerio,Maruti,Celerio,2017,423000,PETROL,113666,"9,409",AUTOMATIC
Volkswagen Ameo,Volkswagen,Ameo,2016,547000,PETROL,54327,"10,694",MANUAL
Honda City,Honda,City,2012,419000,PETROL,57296,"13,917",MANUAL
Honda City,Honda,City,2019,1007000,PETROL,32479,"19,167",AUTOMATIC
Maruti Swift,Maruti,Swift,2016,584000,PETROL,92616,"11,417",MANUAL
Hyundai Verna,Hyundai,Verna,2014,507000,PETROL,107887,"11,278",AUTOMATIC
Renault Kwid,Renault,Kwid,2017,353000,PETROL,21138,"6,901",MANUAL
Maruti S,Maruti,S,2022,476000,PETROL,11295,"9,299",MANUAL
